VAR3	StepID	x	y	finalcl	STEPLENGTH	TURNANGLE	BEARING	BRGPREV	NETDISP	arrival_bearing	next_bearing	bearing2targetmead	dist2targetmead	observed	landcover	bearing2pixel	bearing2gap	dist2gap	strata	Xdp	Xtm	XtmDtm_0	XtmDtm_pos0_5	XtmDtm_neg0_5	Xcg	XcgDcg_0	XcgDcg_pos0_5	XcgDcg_neg0_5	conifer	decid	meadow
72	53	389201.3834	5953085.876	5	10	3.30E-10	1.807349475	1.807349475	393.2349065	1.539252079	1.539252211	1.539252145	39.99999906	1	4	1.570796327	1.362597372	162.6364611	5211	0.999502521	0.999502524	0.999502524	6.321408928	0.158035227	0.978404774	0.978404774	12.47749835	0.076720179	0	1	0
72	54	389201.6987	5953095.871	5	10	-3.30E-10	1.807349475	1.807349475	401.9899245	1.539252211	1.539252079	1.539252123	29.99999431	1	4	1.570796327	1.351096135	152.8021919	5212	0.999502526	0.999502523	0.999502523	5.474500261	0.182483377	0.975962833	0.975962833	12.06418729	0.078952973	0	1	0
72	55	389202.0141	5953105.866	5	10	0	1.807349475	1.807349475	410.8017856	1.539252079	1.539252111	1.539252145	19.99999953	1	4	1.570796327	1.33801468	142.9909231	5213	0.999502521	0.999502524	0.999502524	4.46991112	0.223495561	0.973028476	0.973028476	11.63535893	0.081371311	0	1	0
72	56	389202.3295	5953115.861	4	10	0	1.807349475	1.807349475	419.6669093	1.539252111	1.539252179	1.539252179	9.99999475	1	4	1.570796327	1.323008827	133.2077158	5214	0.999502522	0.999502525	0.999502525	3.160703675	0.316070533	0.969457431	0.969457431	11.18905567	0.083997054	0	1	0
73	2	389605.0353	5952227.028	5	10	0	135.041086	135.041086	10	-0.786115523	-0.786115452	-1.159014093	266.071397	1	6	-0.785398163	-0.603627992	109.2756821	5220	0.999999743	0.931013677	0.931013677	15.18641124	0.057076452	0.983525238	0.983525238	10.28128201	0.094085727	0	0	0
73	3	389612.1013	5952219.952	6	10	4.70E-10	135.041086	135.041086	20	-0.786115452	-0.786114817	-1.173202206	256.7844872	1	6	-0.785398163	-0.585380501	99.45828401	5231	0.999999743	0.925741707	0.925741707	14.83454471	0.057770408	0.980063069	0.980063069	9.774048847	0.098272848	0	0	0
73	4	389619.1673	5952212.876	6	9.616450514	10.98088	146.0219734	135.041086	30	-0.786114817	-0.977767861	-1.188451753	247.5531506	1	6	-0.785398163	-0.56314561	89.68125244	5240	0.999999743	0.919867578	0.919867578	14.47303261	0.058464344	0.9754034	0.9754034	9.237088349	0.102999101	0	0	0
73	5	389624.5417	5952204.902	6	10	22.99594	169.0179211	146.0219734	39.48289463	-0.977767861	-1.379122878	-1.196896152	238.1578294	1	6	-1.570796327	-0.51528469	80.97234067	5241	0.829251951	0.930909895	0.930909895	14.36613947	0.060321928	0.492782593	0.492782593	4.434286048	0.054762972	0	0	0
73	6	389626.4467	5952195.085	6	10	0	169.0179211	169.0179211	48.3063373	-1.379122878	-1.379122976	-1.188959335	228.3305931	1	6	-1.570796327	-0.413546553	74.86421266	5242	0.981686814	0.927981691	0.927981691	14.02237122	0.061412582	0.401859432	0.401859432	3.477052892	0.046444793	0	0	0
73	7	389628.3518	5952185.268	6	10	0	169.0179211	169.0179211	57.51613234	-1.379122976	-1.379122878	-1.180309198	218.5190336	1	4	-1.570796327	-0.295217978	69.66190444	5243	0.981686833	0.924723749	0.924723749	13.66962646	0.06255577	0.290948405	0.290948405	2.428363255	0.034859272	0	1	0
73	8	389630.2568	5952175.451	5	10	0	169.0179211	169.0179211	66.95303379	-1.379122878	-1.379122976	-1.170846548	208.7253607	1	4	-1.570796327	-0.16004401	65.5813347	5244	0.981686814	0.92108055	0.92108055	13.30715519	0.063754376	0.159361654	0.159361654	1.290547386	0.019678578	0	1	0
73	9	389632.1618	5952165.634	5	9.849977623	-14.6753	154.3425331	169.0179211	76.53307775	-1.379122976	-1.122988687	-1.160453216	198.9522169	1	4	-0.785398163	-0.010093517	62.84140509	5245	0.828862579	0.930487456	0.930487456	13.12456489	0.065968427	0.714207835	0.714207835	5.661709126	0.090095203	0	1	0
73	10	389636.4267	5952156.756	5	10	-6.71785	147.6246828	154.3425331	86.38202846	-1.122988687	-1.005740627	-1.16240414	189.1095171	1	4	-0.785398163	0.139836194	59.15063981	5246	0.943555457	0.929771016	0.929771016	12.78594101	0.067611304	0.601647413	0.601647413	4.627237349	0.078228019	0	1	0
73	11	389641.7814	5952148.31	5	10	2.80E-10	147.6246828	147.6246828	96.33390999	-1.005740627	-1.005740627	-1.171109035	179.2387719	1	4	-0.785398163	0.303898619	55.77437394	5221	0.975822656	0.926531224	0.926531224	12.40440791	0.069206053	0.463108744	0.463108744	3.458599967	0.062010557	0	1	0
73	12	389647.136	5952139.864	5	10	2.80E-10	147.6246828	147.6246828	106.2948239	-1.005740627	-1.005740092	-1.18082773	169.3831908	1	4	-0.785398163	0.483562453	54.06258866	5222	0.975822656	0.922831178	0.922831178	12.0103984	0.070906672	0.297273429	0.297273429	2.185770254	0.040430366	0	1	0
73	13	389652.4906	5952131.419	5	9.989251937	0.838846	148.4635293	147.6246828	116.2624486	-1.005740092	-1.020381447	-1.191746101	159.5455934	1	4	-0.785398163	-1.682152993	157.3936267	5223	0.975822773	0.918570449	0.918570449	11.60258816	0.072722711	0.62414872	0.62414872	7.83035867	0.049750164	0	1	0
73	14	389657.7154	5952122.905	5	10	8.401744	156.8652741	148.4635293	126.2338456	-1.020381447	-1.167019005	-1.203124433	149.7123402	1	4	-0.785398163	-1.723186914	149.6390153	5224	0.972518234	0.914013717	0.914013717	11.1835971	0.07470057	0.591572294	0.591572294	7.236527999	0.048359901	0	1	0
73	15	389661.6444	5952113.709	5	10	0	156.8652741	156.8652741	136.1969587	-1.167019005	-1.167019306	-1.205708013	139.7193289	1	4	-0.785398163	-1.760572928	141.2448738	5225	0.928062213	0.912962552	0.912962552	10.79148495	0.077236879	0.561023392	0.561023392	6.667565905	0.04720572	0	1	0
73	16	389665.5733	5952104.513	4	10	0	156.8652741	156.8652741	146.1651099	-1.167019306	-1.167019005	-1.208689583	129.7273841	1	4	-0.785398163	-1.80261571	133.0728788	5226	0.928062101	0.911741886	0.911741886	10.38455133	0.080049031	0.525734873	0.525734873	6.064731263	0.04557451	0	1	0
73	17	389669.5023	5952095.317	4	10	-3.10E-10	156.8652741	156.8652741	156.1373343	-1.167019005	-1.167019398	-1.212168763	119.7367948	1	4	-0.785398163	-1.850062908	125.1665703	5227	0.928062213	0.91030725	0.91030725	9.96097422	0.083190587	0.484797462	0.484797462	5.423810577	0.043332741	0	1	0
73	18	389673.4312	5952086.122	4	10	0	156.8652741	156.8652741	166.1128982	-1.167019398	-1.167018913	-1.216281294	109.7479094	1	4	-0.785398163	-1.903767868	117.5795353	5228	0.928062066	0.908597244	0.908597244	9.518522551	0.086730787	0.437149296	0.437149296	4.740188949	0.040314745	0	1	0
73	19	389677.3601	5952076.926	4	10	0	156.8652741	156.8652741	176.0912341	-1.167018913	-1.167019398	-1.221217342	99.76126087	1	4	-0.785398163	-1.964676833	110.3776527	5229	0.928062247	0.906524528	0.906524528	9.054417667	0.090760858	0.381591672	0.381591672	4.009031464	0.036321043	0	1	0
73	20	389681.2891	5952067.73	5	10	0	156.8652741	156.8652741	186.0718961	-1.167019398	-1.167019005	-1.227251339	89.77757461	1	4	-0.785398163	-2.033789529	103.6412233	5230	0.928062066	0.903960769	0.903960769	8.56512129	0.095403795	0.316848523	0.316848523	3.225655273	0.031123284	0	1	0
73	21	389685.218	5952058.534	5	10	0	156.8652741	156.8652741	196.054529	-1.167019005	-1.167019306	-1.234794946	79.79798436	1	4	-0.785398163	-2.112074756	97.46682495	5232	0.928062213	0.900709317	0.900709317	8.04601089	0.100829751	0.241702253	0.241702253	2.38621245	0.024482304	0	1	0
73	22	389689.147	5952049.338	5	10	-3.10E-10	156.8652741	156.8652741	206.0388461	-1.167019306	-1.167019005	-1.244494282	69.82422318	1	6	-0.785398163	-2.200321245	91.96770726	5233	0.928062101	0.896453408	0.896453408	7.490844451	0.107281458	0.155242817	0.155242817	1.488775437	0.016188024	0	0	0
73	23	389693.0759	5952040.142	5	10	0	156.8652741	156.8652741	216.0246141	-1.167019005	-1.167019398	-1.257424604	59.85922929	1	4	-0.785398163	-2.298908492	87.27163203	5234	0.928062213	0.890648711	0.890648711	6.890837433	0.115117376	0.057254671	0.057254671	0.534869052	0.006128785	0	1	0
73	24	389697.0049	5952030.947	6	10	-3.10E-10	156.8652741	156.8652741	226.0116406	-1.167019398	-1.167019306	-1.275515221	49.90822941	1	4	-0.785398163	-2.407512695	83.51416056	5235	0.928062066	0.882277762	0.882277762	6.232918013	0.12488758	-0.051295683	-0.051295683	-0.468771153	-0.005613074	0	1	0
73	25	389700.9338	5952021.751	4	9.984427659	6.60783	163.4731046	156.8652741	235.9997659	-1.167019306	-1.282347486	-1.302601739	39.98169001	1	4	-1.570796327	-2.348945686	79.68205197	5236	0.919583586	0.964250885	0.964250885	6.097062125	0.152496358	0.712213837	0.712213837	6.357562845	0.079786636	0	1	0
73	26	389703.774	5952012.179	5	10	1.546679	165.0197845	163.4731046	245.8571516	-1.282347486	-1.309342199	-1.309342231	29.99999575	1	4	-1.570796327	-2.465199192	75.36723809	5237	0.95868628	0.966015137	0.966015137	5.291082439	0.17636944	0.625984595	0.625984595	5.434441847	0.072106156	0	1	0
73	27	389706.3589	5952002.519	5	10	0	165.0197845	165.0197845	255.6959016	-1.309342199	-1.309342295	-1.309342247	19.99999708	1	4	-1.570796327	-2.592788451	71.92049837	5238	0.966015129	0.966015141	0.966015141	4.32015073	0.216007568	0.521667408	0.521667408	4.424050225	0.061513064	0	1	0
73	28	389708.9438	5951992.858	4	10	3.20E-10	165.0197845	165.0197845	265.5466988	-1.309342295	-1.309342199	-1.309342199	9.99999867	1	6	-1.570796327	-2.730718508	69.74880224	5239	0.966015153	0.966015129	0.966015129	3.054807857	0.305480826	0.399410873	0.399410873	3.335709797	0.047824618	0	0	0
74	2	389480.2825	5952693.811	5	10	2.00E-10	53.31027717	53.31027717	10	0.640356163	0.640356223	-0.092068461	248.7773215	1	4	0.785398163	0.425085349	27.13215257	5248	0.989499836	0.639101669	0.639101669	10.08034382	0.040519545	0.935786581	0.935786581	4.87437501	0.179653089	0	1	0
74	3	389488.3013	5952699.786	5	9.960898551	0.864729	54.17500665	53.31027717	20	0.640356223	0.625264276	-0.119767906	241.4343859	1	4	0.785398163	0.302673121	17.49387611	5259	0.989499845	0.61755497	0.61755497	9.595667334	0.03974441	0.885733263	0.885733263	3.704639713	0.211767803	0	1	0
74	4	389496.3777	5952705.616	4	10	29.1037	83.27871653	54.17500665	29.96014127	0.625264276	0.11730887	-0.14860692	234.2098543	1	10	0	-0.07129628	8.644237715	5267	0.810808464	0.988978298	0.988978298	15.1352411	0.064622563	0.997459497	0.997459497	2.932639098	0.339259423	0	0	0
74	5	389506.309	5952706.786	10	9.999977892	-0.17124	83.10747383	83.27871653	38.96402439	0.11730887	0.120297203	-0.160308889	224.576708	1	4	0	0.757177917	11.95827776	5268	0.993127201	0.987178025	0.987178025	14.79373499	0.065873862	0.726777315	0.726777315	2.513249944	0.210168219	0	1	0
74	6	389516.2367	5952707.986	4	10	-0.08476	83.0227088	83.10747383	48.37005122	0.120297203	0.121776756	-0.173190916	214.9856896	1	4	0	1.11882051	363.5158554	5269	0.992773013	0.985039904	0.985039904	14.44303954	0.0671814	0.436743803	0.436743803	8.32699742	0.022906834	0	1	0
74	7	389526.1626	5952709.201	4	10	4.00E-11	83.0227088	83.0227088	57.97900369	0.121776756	0.121776756	-0.187342067	205.4381436	1	4	0	1.142270504	358.1864592	5270	0.992594369	0.98250274	0.98250274	14.08232332	0.068547754	0.415530373	0.415530373	7.864250811	0.021955746	0	1	0
74	8	389536.0886	5952710.416	4	9.868071522	2.905745	85.92845462	83.0227088	67.70131375	0.121776756	0.07106151	-0.202869177	195.9357419	1	4	0	0.655778947	351.906189	5271	0.992594369	0.979492527	0.979492527	13.71064733	0.069975223	0.792573185	0.792573185	14.86800941	0.042249923	0	1	0
74	9	389545.9318	5952711.116	4	10	29.34252	115.2709829	85.92845462	77.25908576	0.07106151	-0.441061895	-0.217186748	186.4547123	1	4	-0.785398163	0.67162625	343.720679	5272	0.655116384	0.842864806	0.842864806	11.50918582	0.061726441	0.113526627	0.113526627	2.104750234	0.006123432	0	1	0
74	10	389554.9747	5952706.847	5	10	-4.97E+00	115.2709829	115.2709829	84.86787729	-0.441061895	-0.441061938	-0.204623494	176.7182132	1	4	-0.785398163	0.698053803	339.4166774	5273	0.941299717	0.836037862	0.836037862	11.11390299	0.062890535	0.087233344	0.087233344	1.607122973	0.004734956	0	1	0
74	11	389564.0177	5952702.578	4	9.890111734	-3.51642	111.7545541	115.2709829	92.9308714	-0.441061938	-0.379688163	-0.190597669	167.012857	1	6	0	0.72514071	335.3557173	5249	0.904298832	0.981891185	0.981891185	12.68931895	0.075978096	0.748406105	0.748406105	13.70535151	0.040868102	0	0	0
74	12	389573.2035	5952698.913	6	10	-20.4059	91.34862883	111.7545541	101.545748	-0.379688163	-0.023538173	-0.178779956	157.3100169	1	4	0	0.751835403	331.0301563	5250	0.928780257	0.984061384	0.984061384	12.34242165	0.078459223	0.730436555	0.730436555	13.28973371	0.040146595	0	1	0
74	13	389583.2007	5952698.677	4	10	-5.33E+00	91.34862883	91.34862883	111.4655167	-0.023538173	-0.023538173	-0.189267172	147.4383827	1	4	0	0.773443884	323.9641912	5251	0.99972299	0.982142372	0.982142372	11.92558597	0.08088522	0.715509008	0.715509008	12.87845041	0.039752697	0	1	0
74	14	389593.1979	5952698.442	4	9.961718895	6.144265	97.49289478	91.34862883	121.3984509	-0.023538173	-0.130775642	-0.201257941	137.5852899	1	4	0	0.796004897	317.0561936	5252	0.99972299	0.979815888	0.979815888	11.49292252	0.083533076	0.699567053	0.699567053	12.45654119	0.039288118	0	1	0
74	15	389603.0746	5952697.143	4	10	4.0928	101.5856953	97.49289478	131.1415875	-0.130775642	-0.20220817	-0.206753796	127.6502325	1	4	0	0.821608225	311.177049	5253	0.991461046	0.978702464	0.978702464	11.05761556	0.086624328	0.681044478	0.681044478	12.01376839	0.038607502	0	1	0
74	16	389612.8708	5952695.135	4	10	0	101.5856953	101.5856953	140.7964701	-0.20220817	-0.20220917	-0.207140162	117.6503445	1	4	0	0.849514911	306.0951304	5254	0.979625493	0.978623076	0.978623076	10.61480582	0.09022333	0.660347506	0.660347506	11.55315905	0.037743688	0	1	0
74	17	389622.6671	5952693.126	5	10	0	101.5856953	101.5856953	150.4964319	-0.20220917	-0.20220819	-0.207598216	107.6504762	1	4	0	0.878340559	301.2595342	5255	0.979625292	0.978528769	0.978528769	10.15270053	0.09431171	0.638429262	0.638429262	11.08110792	0.036782597	0	1	0
74	18	389632.4634	5952691.118	4	10	5.23E-09	101.5856953	101.5856953	160.2332863	-0.20220819	-0.20220819	-0.208150184	97.65063729	1	4	0	0.908081003	296.6822886	5256	0.979625489	0.978414854	0.978414854	9.668532875	0.099011467	0.615259673	0.615259673	10.59752039	0.035720098	0	1	0
74	19	389642.2596	5952689.11	5	10	-5.23E+00	101.5856953	101.5856953	170.0006943	-0.20220819	-0.20220917	-0.208828096	87.65083488	1	4	0	0.938725407	292.3755355	5257	0.979625489	0.978274538	0.978274538	9.158804286	0.104491923	0.590816854	0.590816854	10.1023728	0.03455273	0	1	0
74	20	389652.0559	5952687.101	4	10	5.29E-09	101.5856953	101.5856953	179.7936764	-0.20220917	-0.20220817	-0.209680483	77.65108104	1	4	0	0.970255481	288.3514035	5258	0.979625292	0.978097471	0.978097471	8.618980322	0.11099627	0.56508877	0.56508877	9.595723198	0.033277879	0	1	0
74	21	389661.8521	5952685.093	4	10	-5.29E+00	101.5856953	101.5856953	189.6082702	-0.20220817	-0.20220819	-0.210785005	67.65140141	1	4	0	1.002644777	284.6218631	5260	0.979625493	0.977866971	0.977866971	8.043001992	0.118888919	0.538074916	0.538074916	9.077721923	0.031893973	0	1	0
74	22	389671.6484	5952683.085	4	9.916916912	-8.00118	93.58451243	101.5856953	199.4412849	-0.20220819	-0.062562249	-0.212272679	57.65183392	1	4	0	1.035858245	281.1986456	5261	0.979625489	0.977554627	0.977554627	7.422455441	0.128746216	0.509787772	0.509787772	8.548620272	0.030400645	0	1	0
74	23	389681.5459	5952682.465	4	10	-6.82685	86.75765603	93.58451243	209.3511147	-0.062562249	0.0565902	-0.243177248	47.86870193	1	4	0	1.067764101	276.8273072	5262	0.998043621	0.970577833	0.970577833	6.715157353	0.140282838	0.482084359	0.482084359	8.020981331	0.028974675	0	1	0
74	24	389691.5299	5952683.03	4	10	5.35E-09	86.75765603	86.75765603	219.3188482	0.0565902	0.056589196	-0.320097019	38.4282774	1	4	0	1.098965663	271.650865	5263	0.998399202	0.949204895	0.949204895	5.884172928	0.153120913	0.454517688	0.454517688	7.491285256	0.027576887	0	1	0
74	25	389701.5139	5952683.596	4	9.578845389	18.70262	105.4602789	86.75765603	229.2893917	0.056589196	-0.26983225	-0.445710473	29.36072335	1	4	0	1.131346506	266.7490048	5264	0.998399259	0.902304609	0.902304609	4.889185907	0.166521303	0.425441625	0.425441625	6.94850513	0.026048851	0	1	0
74	26	389710.7461	5952681.042	4	10	14.88417	120.3444562	105.4602789	238.5791647	-0.26983225	-0.529611212	-0.529610755	20.00000159	1	6	-0.785398163	1.030700617	319.4245732	5265	0.870013851	0.967464376	0.967464376	4.326632392	0.216331602	-0.242849735	-0.242849735	-4.340320452	-0.013587935	0	0	0
74	27	389719.3761	5952675.991	6	10	0	120.3444562	120.3444562	247.3962071	-0.529611212	-0.529610299	-0.529610299	9.999998701	1	7	-0.785398163	-1.618463908	511.571596	5266	0.967464491	0.96746426	0.96746426	3.059390418	0.305939082	0.672610283	0.672610283	15.21306476	0.0297379	0	0	1
76	2	389624.0028	5952263.307	6	10	-1.90E-10	123.702849	123.702849	10	-0.588225038	-0.58822587	0.157544586	123.0894089	1	4	-0.785398163	-0.945326337	121.2636244	5275	0.980624275	0.587409033	0.587409033	6.517048666	0.052945649	0.987238724	0.987238724	10.87144954	0.089651366	0	1	0
76	3	389632.322	5952257.758	5	10	0	123.702849	123.702849	20	-0.58822587	-0.588225815	0.216101723	115.9424779	1	4	-0.785398163	-0.976556249	111.9490683	5284	0.980624437	0.539039588	0.539039588	5.804194406	0.050060983	0.981784862	0.981784862	10.38787161	0.09279105	0	1	0
76	4	389640.6413	5952252.209	6	10	-4.62E+00	123.702849	123.702849	30	-0.588225815	-0.58822587	0.282090309	109.2442841	1	6	-0.785398163	-1.013410751	102.763423	5285	0.980624427	0.482325826	0.482325826	5.041269072	0.046146754	0.974117557	0.974117557	9.874853289	0.096093075	0	0	0
76	5	389648.9606	5952246.66	5	10	4.62E-09	123.702849	123.702849	40	-0.58822587	-0.58822587	0.356325672	103.0823423	1	6	-0.785398163	-1.057426354	93.74459185	5286	0.980624437	0.41602755	0.41602755	4.223905861	0.040976037	0.963227932	0.963227932	9.326145342	0.099484623	0	0	0
76	6	389657.2798	5952241.112	6	10	-4.62E+00	123.702849	123.702849	50	-0.58822587	-0.588224983	0.439472718	97.55831595	1	6	-0.785398163	-1.11068238	84.94572339	5287	0.980624437	0.339067447	0.339067447	3.349023872	0.034328431	0.947559935	0.947559935	8.733281302	0.102810135	0	0	0
76	7	389665.5991	5952235.563	6	10	4.62E-09	123.702849	123.702849	60	-0.588224983	-0.58822587	0.531871207	92.78620406	1	4	-0.785398163	-1.176007823	76.44282	5288	0.980624264	0.250819725	0.250819725	2.416035948	0.026038741	0.924677102	0.924677102	8.084598437	0.105760076	0	1	0
76	8	389673.9184	5952230.014	5	10	-4.99E+00	123.702849	123.702849	70	-0.58822587	-0.58822587	0.633313082	88.88720582	1	4	-0.785398163	-1.257230347	68.34641267	5289	0.980624437	0.151499475	0.151499475	1.428337222	0.016069098	0.890737022	0.890737022	7.363891237	0.107743639	0	1	0
76	9	389682.2376	5952224.465	5	9.619019812	-33.7375	89.96533487	123.702849	80	-0.58822587	0.000605051	0.742815952	85.98017847	1	4	0	-1.359383401	60.8190723	5290	0.831926427	0.736566871	0.736566871	6.829852937	0.079435203	0.209841576	0.209841576	1.636482764	0.026907394	0	1	0
76	10	389691.8566	5952224.471	5	10	-7.32851	82.6368165	89.96533487	88.16109953	0.000605051	0.128511435	0.825043354	79.15865078	1	4	0	-0.872828286	456.1390697	5291	0.999999817	0.67852512	0.67852512	6.036915848	0.076263501	0.642662231	0.642662231	13.72560237	0.030090828	0	1	0
76	11	389701.7742	5952225.752	5	10	-5.33E+00	82.6368165	82.6368165	96.27831062	0.128511435	0.12851244	0.914547579	71.77523674	1	4	0	-0.891510507	450.8259972	5276	0.991753764	0.610149085	0.610149085	5.169199348	0.072019259	0.628237537	0.628237537	13.33915619	0.029588259	0	1	0
76	12	389711.6917	5952227.034	4	9.931796422	-9.34804	73.28876986	82.6368165	104.7217586	0.12851244	0.291665935	1.023459906	65.09436378	1	4	0	-0.423977584	442.4860735	5277	0.991753635	0.520414611	0.520414611	4.198761192	0.064502684	0.91145982	0.91145982	19.17287901	0.043329904	0	1	0
76	13	389721.2041	5952229.89	5	9.507818498	-20.4059	52.88282553	73.28876986	112.4852738	0.291665935	0.647816477	1.137963185	58.08570254	1	4	0.785398163	-0.43895674	435.0396386	5278	0.880570234	0.938490083	0.938490083	7.152606139	0.123138842	0.339552814	0.339552814	7.082258077	0.01627957	0	1	0
76	14	389728.7856	5952235.627	6	9.933840749	-28.8991	23.9836584	52.88282553	117.88225	0.647816477	1.152202689	1.227783193	49.89844677	1	6	0.785398163	-0.418404307	444.5630807	5279	0.990550559	0.903733213	0.903733213	6.383865917	0.127937167	0.358811092	0.358811092	7.565411533	0.017017633	0	0	0
76	15	389732.8235	5952244.703	6	10	-5.40494	18.57871496	23.9836584	119.6039858	1.152202689	1.246536629	1.24653655	39.99999677	1	6	1.570796327	2.806285549	304.797902	5280	0.913661496	0.947886826	0.947886826	5.99496243	0.149874073	0.329059188	0.329059188	5.744867384	0.01884812	0	0	0
76	16	389736.0096	5952254.182	6	10	0	18.57871496	18.57871496	121.2174572	1.246536629	1.246536629	1.246536523	29.99999521	1	4	1.570796327	2.044333253	506.5589795	5281	0.947886852	0.947886818	0.947886818	5.191789507	0.173059678	0.88996089	0.88996089	20.03022974	0.039541752	0	1	0
76	17	389739.1956	5952263.661	4	10	0	18.57871496	18.57871496	123.6213187	1.246536629	1.246536629	1.24653647	19.99999365	1	4	1.570796327	2.058660807	499.6274028	5282	0.947886852	0.947886801	0.947886801	4.239077971	0.211953966	0.883335877	0.883335877	19.74462977	0.039518709	0	1	0
76	18	389742.3817	5952273.14	4	10	0	18.57871496	18.57871496	126.7706154	1.246536629	1.246536311	1.246536311	9.999992085	1	7	1.570796327	2.073388377	492.8012617	5283	0.947886852	0.94788675	0.94788675	2.997479909	0.299748228	0.87633692	0.87633692	19.45391503	0.039476188	0	0	1
77	2	389688.1645	5952285.985	4	10	0	88.11959041	88.11959041	10	0.032819891	0.032818891	0.032819291	50.00000023	1	4	0	-1.514357486	121.1774747	5293	0.999461476	0.999461495	0.999461495	7.067260026	0.1413452	0.056408883	0.056408883	0.620952599	0.005124324	0	1	0
77	3	389698.1591	5952286.313	4	10	0	88.11959041	88.11959041	20	0.032818891	0.032819891	0.032819391	40.00000032	1	4	0	-0.524766546	481.651442	5294	0.999461509	0.999461492	0.999461492	6.321149522	0.158028737	0.865440928	0.865440928	18.99345019	0.039434015	0	1	0
77	4	389708.1537	5952286.641	5	10	-5.33E+00	88.1195904	88.11959041	30	0.032819891	0.032818891	0.032819225	30.00000007	1	4	0	-0.53594904	473.1956807	5295	0.999461476	0.999461498	0.999461498	5.474276082	0.182475869	0.859784382	0.859784382	18.70294247	0.039524753	0	1	0
77	5	389718.1484	5952286.969	5	10	5.33E-09	88.11959041	88.1195904	40	0.032818891	0.032818891	0.032819391	20.00000016	1	4	0	-0.547536927	464.801235	5296	0.999461509	0.999461492	0.999461492	4.469727692	0.223486383	0.853809351	0.853809351	18.40748875	0.039602926	0	1	0
77	6	389728.143	5952287.297	4	10	-5.33E+00	88.1195904	88.11959041	50	0.032818891	0.032819891	0.032819891	10.00000024	1	4	0	-0.559549391	456.4714929	5297	0.999461509	0.999461476	0.999461476	3.160574735	0.316057466	0.847494382	0.847494382	18.10688146	0.039667059	0	1	0
78	2	390111.6326	5949059.985	0	10	2.70E-10	144.4596982	144.4596982	10	-0.950501097	-0.950501097	-0.699728669	227.2562206	1	4	-0.785398163	-1.10429556	274.2937396	5299	0.986401443	0.996332613	0.996332613	15.01973382	0.066091629	0.949581683	0.949581683	15.72679684	0.057335603	0	1	0
78	3	390117.4454	5949051.848	0	10	0	144.4596982	144.4596982	20	-0.950501097	-0.950500597	-0.688323479	217.5831602	1	4	-0.785398163	-1.110089069	264.4162064	5310	0.986401443	0.995291952	0.995291952	14.68125332	0.067474217	0.947749378	0.947749378	15.41123855	0.058284017	0	1	0
78	4	390123.2581	5949043.711	0	10	2.70E-10	144.4596982	144.4596982	30	-0.950500597	-0.950501097	-0.675858869	207.9410406	1	4	-0.785398163	-1.116332005	254.5482464	5315	0.986401525	0.994006568	0.994006568	14.33373465	0.068931725	0.945739326	0.945739326	15.08886258	0.059277024	0	1	0
78	5	390129.0709	5949035.574	0	10	5.40E-10	144.4596982	144.4596982	40	-0.950501097	-0.950501179	-0.662184431	198.3343593	1	4	-0.785398163	-1.123078194	244.6909976	5316	0.986401443	0.992418787	0.992418787	13.97635605	0.070468658	0.943525808	0.943525808	14.75919869	0.060317702	0	1	0
78	6	390134.8836	5949027.437	0	10	3.37E-09	144.4596982	144.4596982	50	-0.950501179	-0.950501097	-0.647121029	188.768536	1	4	-0.785398163	-1.130390362	234.84582	5317	0.98640143	0.990454941	0.990454941	13.60816375	0.072089152	0.941078091	0.941078091	14.42172069	0.061409314	0	1	0
78	7	390140.6964	5949019.299	0	9.969065391	-1.80905	142.6506451	144.4596982	60	-0.950501097	-0.918927074	-0.630453732	179.2501102	1	4	-0.785398163	-1.138341969	225.014297	5318	0.986401443	0.988020108	0.988020108	13.22803999	0.073796551	0.938359219	0.938359219	14.07583548	0.062555294	0	1	0
78	8	390146.7444	5949011.375	0	10	-11.2077	131.4429363	142.6506451	69.96480446	-0.918927074	-0.723315832	-0.613742226	169.7166718	1	4	-0.785398163	-1.148420641	215.2951751	5319	0.991098253	0.98530326	0.98530326	12.83607285	0.075632363	0.93482781	0.93482781	13.71667258	0.063711008	0	1	0
78	9	390154.2405	5949004.756	0	10	0	131.4429363	131.4429363	79.748466	-0.723315832	-0.723315898	-0.606898122	159.7803844	1	4	-0.785398163	-1.168420199	206.2264608	5320	0.998073511	0.984111123	0.984111123	12.43958441	0.077854265	0.927539462	0.927539462	13.32001119	0.064589244	0	1	0
78	10	390161.7367	5948998.137	0	10	2.20E-10	131.4429363	131.4429363	89.57991848	-0.723315898	-0.723315082	-0.59914676	149.8525745	1	4	-0.785398163	-1.190249911	197.2477985	5321	0.998073515	0.98270529	0.98270529	12.02971665	0.08027701	0.919160801	0.919160801	12.90914793	0.065446347	0	1	0
78	11	390169.2328	5948991.518	0	9.973591987	-3.63962	127.8033151	131.4429363	99.44498862	-0.723315082	-0.65979225	-0.59029615	139.9350503	1	4	-0.785398163	-1.214149099	188.3720742	5300	0.998073464	0.981027898	0.981027898	11.60498576	0.082931229	0.909485739	0.909485739	12.48257412	0.066265524	0	1	0
