id;day;month;year;hour;min;sec;lat;long
1044-b;4;3;2015;20;35;52;53.770523;-106.635241
1044-b;4;3;2015;21;1;4;53.772096;-106.639681
1044-b;4;3;2015;22;2;28;53.778213;-106.649284
1044-b;4;3;2015;23;0;48;53.776452;-106.662204
1044-b;5;3;2015;0;0;49;53.763575;-106.655313
1044-b;5;3;2015;1;0;47;53.761533;-106.640918
1044-b;5;3;2015;2;1;34;53.769714;-106.634252
1044-b;5;3;2015;3;0;26;53.773892;-106.636929
1044-b;5;3;2015;4;0;42;53.767272;-106.63461
1044-b;5;3;2015;5;0;48;53.768752;-106.635063
1044-b;5;3;2015;6;1;27;53.768875;-106.635154
1044-b;5;3;2015;7;0;48;53.773349;-106.63591
1044-b;5;3;2015;8;0;34;53.772315;-106.634728
1044-b;5;3;2015;9;0;17;53.77336;-106.635753
1044-b;5;3;2015;10;0;47;53.771874;-106.634374
1044-b;5;3;2015;11;0;46;53.771861;-106.634458
1044-b;5;3;2015;12;0;51;53.772181;-106.634542
1044-b;5;3;2015;13;0;28;53.772216;-106.634667
1044-b;5;3;2015;14;0;35;53.772192;-106.634766
1044-b;5;3;2015;15;0;11;53.772956;-106.634536
1044-b;5;3;2015;16;0;47;53.771283;-106.633171
1044-b;5;3;2015;17;0;40;53.771273;-106.632689
1044-b;5;3;2015;18;0;46;53.768406;-106.635775
1044-b;5;3;2015;19;0;46;53.76964;-106.662438
1044-b;5;3;2015;21;3;3;53.750401;-106.644692
1044-b;5;3;2015;22;2;27;53.756466;-106.629621
1044-b;5;3;2015;23;0;48;53.739325;-106.631081
1044-b;6;3;2015;0;0;49;53.740107;-106.627544
1044-b;6;3;2015;1;0;56;53.731704;-106.614664
1044-b;6;3;2015;2;0;57;53.731547;-106.614879
1044-b;6;3;2015;3;0;47;53.731558;-106.614885
1044-b;6;3;2015;4;0;37;53.73156;-106.614943
1044-b;6;3;2015;5;0;15;53.731558;-106.615024
1044-b;6;3;2015;6;1;34;53.73171;-106.61398
1044-b;6;3;2015;7;0;48;53.731616;-106.610795
1044-b;6;3;2015;8;0;36;53.731218;-106.61118
1044-b;6;3;2015;9;0;47;53.731666;-106.610585
1044-b;6;3;2015;10;0;48;53.731889;-106.610987
1044-b;6;3;2015;11;0;47;53.731479;-106.610621
1044-b;6;3;2015;12;0;48;53.731436;-106.610514
1044-b;6;3;2015;13;0;17;53.731426;-106.610551
1044-b;6;3;2015;14;0;46;53.731538;-106.610559
1044-b;6;3;2015;15;0;47;53.731462;-106.610549
1044-b;6;3;2015;16;0;47;53.73182;-106.610555
1044-b;6;3;2015;17;0;47;53.731847;-106.610512
1044-b;6;3;2015;18;0;46;53.731612;-106.610923
1044-b;6;3;2015;19;0;58;53.731592;-106.611702
1044-b;6;3;2015;20;0;47;53.731702;-106.61156
1044-b;6;3;2015;21;0;47;53.731945;-106.614595
1044-b;6;3;2015;22;0;47;53.731572;-106.615625
1044-b;6;3;2015;23;0;48;53.731138;-106.615875
1044-b;7;3;2015;0;0;17;53.731244;-106.615749
1044-b;7;3;2015;1;0;48;53.734026;-106.614325
1044-b;7;3;2015;2;0;47;53.733869;-106.614066
1044-b;7;3;2015;3;0;42;53.733996;-106.61422
1044-b;7;3;2015;4;0;39;53.733982;-106.614214
1044-b;7;3;2015;5;0;49;53.733962;-106.614184
1044-b;7;3;2015;6;0;35;53.733998;-106.614155
1044-b;7;3;2015;7;0;48;53.734004;-106.61421
1044-b;7;3;2015;8;0;15;53.734189;-106.614012
1044-b;7;3;2015;9;0;47;53.73411;-106.614757
1044-b;7;3;2015;10;0;27;53.734938;-106.615417
1044-b;7;3;2015;11;1;4;53.734841;-106.615191
1044-b;7;3;2015;12;0;47;53.73508;-106.61556
1044-b;7;3;2015;13;0;36;53.735044;-106.615447
1044-b;7;3;2015;14;0;46;53.734776;-106.615357
1044-b;7;3;2015;15;0;44;53.734934;-106.615636
1044-b;7;3;2015;16;0;33;53.734819;-106.615886
1044-b;7;3;2015;17;0;39;53.734747;-106.616
1044-b;7;3;2015;18;0;19;53.739637;-106.617225
1044-b;7;3;2015;19;0;46;53.740071;-106.617869
1044-b;7;3;2015;20;0;36;53.73997;-106.617629
1044-b;7;3;2015;21;0;34;53.740061;-106.617653
1044-b;7;3;2015;22;0;34;53.739588;-106.618406
1044-b;7;3;2015;23;0;35;53.740073;-106.61792
1044-b;8;3;2015;0;0;13;53.739985;-106.61808
1044-b;8;3;2015;3;0;52;53.739314;-106.618361
1044-b;8;3;2015;6;0;49;53.739579;-106.618279
1044-b;8;3;2015;9;0;51;53.739645;-106.618428
1044-b;8;3;2015;12;0;50;53.740362;-106.617725
1044-b;8;3;2015;15;0;49;53.740311;-106.617825
1044-b;8;3;2015;18;0;51;53.741004;-106.617808
1044-b;8;3;2015;21;0;43;53.741097;-106.617721
1044-b;9;3;2015;0;1;34;53.741493;-106.61934
1044-b;9;3;2015;3;0;52;53.741385;-106.618676
1044-b;9;3;2015;6;0;52;53.741082;-106.617727
1044-b;9;3;2015;9;0;50;53.74115;-106.61778
1044-b;9;3;2015;12;0;50;53.741023;-106.6178
1044-b;9;3;2015;15;1;14;53.741964;-106.619054
1044-b;9;3;2015;18;0;58;53.741284;-106.619921
1044-b;9;3;2015;21;0;50;53.741501;-106.619448
1044-b;10;3;2015;0;0;58;53.741436;-106.619606
1044-b;10;3;2015;3;0;52;53.741217;-106.619943
1044-b;10;3;2015;6;0;50;53.741359;-106.619994
1044-b;10;3;2015;9;1;28;53.741353;-106.620004
1044-b;10;3;2015;12;0;51;53.741579;-106.619927
1044-b;10;3;2015;15;0;52;53.741343;-106.61946
1044-b;10;3;2015;18;0;49;53.741459;-106.619412
1044-b;10;3;2015;21;0;50;53.741544;-106.619519
1044-b;11;3;2015;0;0;49;53.741275;-106.619349
1044-b;11;3;2015;1;0;20;53.741342;-106.619062
1044-b;11;3;2015;2;0;48;53.74134;-106.618846
1044-b;11;3;2015;3;0;35;53.74118;-106.618725
1044-b;11;3;2015;4;0;36;53.741201;-106.618618
1044-b;11;3;2015;5;0;7;53.741275;-106.618753
1044-b;11;3;2015;6;0;35;53.741264;-106.618744
1044-b;11;3;2015;7;0;49;53.741408;-106.619107
1044-b;11;3;2015;8;0;48;53.741506;-106.618972
1044-b;11;3;2015;9;0;37;53.741465;-106.618902
1044-b;11;3;2015;10;0;44;53.741018;-106.618873
1044-b;11;3;2015;11;0;47;53.741288;-106.619068
1044-b;11;3;2015;12;0;47;53.741454;-106.618791
1044-b;11;3;2015;13;0;35;53.741403;-106.618893
1044-b;11;3;2015;14;0;11;53.741374;-106.618872
1044-b;11;3;2015;15;0;16;53.74125;-106.619298
1044-b;11;3;2015;16;0;47;53.741176;-106.619296
1044-b;11;3;2015;17;0;52;53.740755;-106.616578
1044-b;11;3;2015;18;0;48;53.740617;-106.615917
1044-b;11;3;2015;19;1;3;53.74123;-106.617376
1044-b;11;3;2015;20;0;47;53.741053;-106.618344
1044-b;11;3;2015;21;0;20;53.741113;-106.618416
1044-b;11;3;2015;22;0;34;53.741244;-106.618474
1044-b;11;3;2015;23;0;22;53.741165;-106.619264
1044-b;12;3;2015;0;0;23;53.741029;-106.619181
1044-b;12;3;2015;1;0;43;53.741166;-106.619206
1044-b;12;3;2015;2;0;49;53.741143;-106.61893
1044-b;12;3;2015;3;0;43;53.741491;-106.618739
1044-b;12;3;2015;4;0;24;53.741129;-106.618733
1044-b;12;3;2015;5;0;48;53.741147;-106.618708
1044-b;12;3;2015;6;0;27;53.741225;-106.618733
1044-b;12;3;2015;7;0;32;53.740948;-106.618659
1044-b;12;3;2015;8;0;48;53.741158;-106.618618
1044-b;12;3;2015;9;0;32;53.741231;-106.618679
1044-b;12;3;2015;10;0;24;53.741153;-106.619042
1044-b;12;3;2015;11;0;46;53.741121;-106.619084
1044-b;12;3;2015;12;0;34;53.741161;-106.619303
1044-b;12;3;2015;13;0;34;53.74117;-106.619203
1044-b;12;3;2015;14;0;7;53.741262;-106.61943
1044-b;12;3;2015;15;0;48;53.7412;-106.619271
