id;day;month;year;hour;min;sec;lat;long
1044-a;22;3;2013;19;8;26;53.851054;-106.73181
1044-a;22;3;2013;20;7;54;53.851135;-106.735176
1044-a;22;3;2013;21;7;54;53.853117;-106.7359
1044-a;23;3;2013;0;1;50;53.85888;-106.732695
1044-a;23;3;2013;1;1;3;53.865183;-106.723119
1044-a;23;3;2013;2;0;33;53.870715;-106.726999
1044-a;23;3;2013;3;0;58;53.870872;-106.728334
1044-a;23;3;2013;4;0;51;53.870734;-106.728327
1044-a;23;3;2013;5;0;45;53.874724;-106.718761
1044-a;23;3;2013;6;1;33;53.874741;-106.718756
1044-a;23;3;2013;7;0;51;53.875284;-106.719129
1044-a;23;3;2013;8;0;46;53.875358;-106.719612
1044-a;23;3;2013;9;0;59;53.87495;-106.719359
1044-a;23;3;2013;10;0;34;53.875661;-106.720238
1044-a;23;3;2013;11;0;34;53.875663;-106.720175
1044-a;23;3;2013;12;0;46;53.875802;-106.720372
1044-a;23;3;2013;13;0;48;53.875877;-106.723467
1044-a;23;3;2013;14;0;33;53.875737;-106.720231
1044-a;23;3;2013;15;0;32;53.875694;-106.720236
1044-a;23;3;2013;16;0;32;53.87577;-106.720241
1044-a;23;3;2013;17;1;3;53.875753;-106.72022
1044-a;23;3;2013;18;0;48;53.875805;-106.720132
1044-a;23;3;2013;19;0;40;53.875775;-106.720149
1044-a;23;3;2013;20;1;3;53.875754;-106.720449
1044-a;23;3;2013;21;0;51;53.875738;-106.720248
1044-a;23;3;2013;22;0;45;53.875818;-106.720348
1044-a;23;3;2013;23;0;33;53.875747;-106.720438
1044-a;24;3;2013;0;0;25;53.875727;-106.720328
1044-a;24;3;2013;1;0;29;53.875798;-106.720405
1044-a;24;3;2013;2;0;57;53.875617;-106.720184
1044-a;24;3;2013;3;0;28;53.875753;-106.720305
1044-a;24;3;2013;4;1;5;53.875807;-106.720301
1044-a;24;3;2013;5;0;25;53.875767;-106.720324
1044-a;24;3;2013;6;0;37;53.875694;-106.72042
1044-a;24;3;2013;7;0;26;53.875793;-106.720264
1044-a;24;3;2013;8;0;33;53.875751;-106.720384
1044-a;24;3;2013;9;0;32;53.87579;-106.720274
1044-a;24;3;2013;10;0;27;53.875813;-106.720266
1044-a;24;3;2013;11;0;28;53.875824;-106.72028
1044-a;24;3;2013;12;0;36;53.87587;-106.720018
1044-a;24;3;2013;13;0;26;53.875817;-106.72
1044-a;24;3;2013;14;1;4;53.875755;-106.720023
1044-a;24;3;2013;15;0;31;53.875753;-106.720346
1044-a;24;3;2013;16;0;34;53.875753;-106.720404
1044-a;24;3;2013;17;0;51;53.875817;-106.720307
1044-a;24;3;2013;18;0;48;53.875775;-106.720005
1044-a;24;3;2013;19;0;28;53.875235;-106.717705
1044-a;24;3;2013;20;0;49;53.875246;-106.717345
1044-a;24;3;2013;21;0;43;53.87533;-106.717389
1044-a;24;3;2013;22;0;48;53.87525;-106.717378
1044-a;24;3;2013;23;0;36;53.875277;-106.717343
1044-a;25;3;2013;0;0;48;53.875247;-106.717395
1044-a;25;3;2013;1;0;42;53.87539;-106.717414
1044-a;25;3;2013;2;0;51;53.879758;-106.717869
1044-a;25;3;2013;3;1;9;53.884964;-106.724418
1044-a;25;3;2013;4;1;4;53.884152;-106.723001
1044-a;25;3;2013;5;0;36;53.884085;-106.721762
1044-a;25;3;2013;6;1;11;53.884073;-106.721826
1044-a;25;3;2013;7;0;40;53.884089;-106.721852
1044-a;25;3;2013;8;0;38;53.884127;-106.721868
1044-a;25;3;2013;9;1;3;53.884106;-106.721851
1044-a;25;3;2013;10;0;30;53.884112;-106.721869
1044-a;25;3;2013;11;0;34;53.884083;-106.721837
1044-a;25;3;2013;12;0;33;53.884088;-106.721842
1044-a;25;3;2013;13;0;32;53.884072;-106.721942
1044-a;25;3;2013;14;0;35;53.884119;-106.72188
1044-a;25;3;2013;15;0;33;53.884176;-106.721851
1044-a;25;3;2013;16;0;32;53.8842;-106.721824
1044-a;25;3;2013;17;0;32;53.884141;-106.721877
1044-a;25;3;2013;18;0;37;53.884114;-106.722773
1044-a;25;3;2013;19;0;33;53.884146;-106.722718
1044-a;25;3;2013;20;0;48;53.884263;-106.722606
1044-a;25;3;2013;21;0;34;53.884146;-106.722722
1044-a;25;3;2013;22;0;33;53.884121;-106.722693
1044-a;25;3;2013;23;0;28;53.884152;-106.722751
1044-a;26;3;2013;0;0;36;53.884108;-106.72273
1044-a;26;3;2013;1;0;34;53.884147;-106.722733
1044-a;26;3;2013;2;0;22;53.883976;-106.722097
1044-a;26;3;2013;3;0;27;53.884116;-106.721904
1044-a;26;3;2013;4;0;37;53.884216;-106.721925
1044-a;26;3;2013;5;0;34;53.884117;-106.721881
1044-a;26;3;2013;6;0;36;53.88412;-106.721891
1044-a;26;3;2013;7;0;32;53.884083;-106.721806
1044-a;26;3;2013;8;0;49;53.88412;-106.721345
1044-a;26;3;2013;9;0;48;53.884124;-106.721879
1044-a;26;3;2013;10;0;44;53.88415;-106.721905
1044-a;26;3;2013;11;0;48;53.884154;-106.721861
1044-a;26;3;2013;12;0;37;53.884117;-106.721889
1044-a;26;3;2013;13;0;32;53.884122;-106.721993
1044-a;26;3;2013;14;0;34;53.883962;-106.722014
1044-a;26;3;2013;15;0;29;53.883056;-106.716431
1044-a;26;3;2013;16;0;40;53.879824;-106.714648
1044-a;26;3;2013;17;0;48;53.879928;-106.714581
1044-a;26;3;2013;18;0;48;53.87978;-106.714726
1044-a;26;3;2013;19;0;48;53.879882;-106.714661
1044-a;26;3;2013;20;1;3;53.879768;-106.714691
1044-a;26;3;2013;21;0;48;53.879796;-106.714649
1044-a;26;3;2013;22;0;32;53.879771;-106.714692
1044-a;26;3;2013;23;0;48;53.879486;-106.721174
1044-a;27;3;2013;0;0;33;53.875737;-106.720287
1044-a;27;3;2013;3;0;34;53.875215;-106.717409
1044-a;27;3;2013;6;0;40;53.872358;-106.719444
1044-a;27;3;2013;9;0;50;53.87225;-106.719469
