id;day;month;year;hour;min;sec;lat;long
1043-a;22;3;2013;17;24;19;53.755656;-106.731049
1043-a;22;3;2013;18;24;21;53.758772;-106.728084
1043-a;22;3;2013;19;23;55;53.759756;-106.735048
1043-a;22;3;2013;20;24;1;53.760605;-106.735803
1043-a;23;3;2013;0;0;51;53.750053;-106.71435
1043-a;23;3;2013;1;0;57;53.744723;-106.71651
1043-a;23;3;2013;2;3;3;53.738431;-106.700029
1043-a;23;3;2013;3;0;33;53.743535;-106.708034
1043-a;23;3;2013;4;0;21;53.743566;-106.708038
1043-a;23;3;2013;5;0;21;53.743556;-106.708173
1043-a;23;3;2013;6;0;36;53.743213;-106.707991
1043-a;23;3;2013;7;0;21;53.743361;-106.707837
1043-a;23;3;2013;8;0;27;53.74325;-106.707469
1043-a;23;3;2013;9;0;40;53.742924;-106.708219
1043-a;23;3;2013;10;0;52;53.743318;-106.70817
1043-a;23;3;2013;11;0;26;53.742928;-106.708477
1043-a;23;3;2013;12;0;50;53.743648;-106.708056
1043-a;23;3;2013;13;0;33;53.743688;-106.708061
1043-a;23;3;2013;14;0;28;53.743873;-106.708391
1043-a;23;3;2013;15;0;29;53.743591;-106.707969
1043-a;23;3;2013;16;0;31;53.743689;-106.708307
1043-a;23;3;2013;17;0;50;53.743517;-106.708133
1043-a;23;3;2013;18;0;33;53.745392;-106.708838
1043-a;23;3;2013;19;0;29;53.744618;-106.70806
1043-a;23;3;2013;20;0;33;53.744207;-106.707573
1043-a;23;3;2013;21;0;28;53.744156;-106.707612
1043-a;23;3;2013;22;1;4;53.744187;-106.707637
1043-a;23;3;2013;23;0;22;53.744727;-106.709127
1043-a;24;3;2013;0;0;32;53.744704;-106.709095
1043-a;24;3;2013;1;0;27;53.744903;-106.708928
1043-a;24;3;2013;2;0;24;53.744963;-106.708932
1043-a;24;3;2013;3;0;34;53.744676;-106.709179
1043-a;24;3;2013;4;0;21;53.744677;-106.709163
1043-a;24;3;2013;5;0;22;53.744745;-106.709172
1043-a;24;3;2013;6;0;34;53.744681;-106.709199
1043-a;24;3;2013;7;0;21;53.744657;-106.709156
1043-a;24;3;2013;8;0;33;53.744595;-106.711994
1043-a;24;3;2013;9;0;33;53.745101;-106.717848
1043-a;24;3;2013;10;0;27;53.744607;-106.712682
1043-a;24;3;2013;11;0;29;53.744565;-106.712711
1043-a;24;3;2013;12;0;34;53.7446;-106.712665
1043-a;24;3;2013;13;0;22;53.744545;-106.712672
1043-a;24;3;2013;14;1;5;53.744644;-106.709143
1043-a;24;3;2013;15;0;22;53.744692;-106.709151
1043-a;24;3;2013;16;0;28;53.744657;-106.709121
1043-a;24;3;2013;17;0;33;53.744911;-106.708949
1043-a;24;3;2013;18;0;31;53.744904;-106.708901
1043-a;24;3;2013;19;0;37;53.744937;-106.708839
1043-a;24;3;2013;20;0;34;53.744899;-106.708873
1043-a;24;3;2013;21;0;34;53.744948;-106.708864
1043-a;24;3;2013;22;0;25;53.744894;-106.708861
1043-a;24;3;2013;23;0;57;53.744842;-106.708529
1043-a;25;3;2013;0;0;32;53.744949;-106.708946
1043-a;25;3;2013;1;0;27;53.744951;-106.708932
1043-a;25;3;2013;2;0;24;53.744795;-106.708587
1043-a;25;3;2013;3;1;4;53.744864;-106.708607
1043-a;25;3;2013;4;0;21;53.744866;-106.708612
1043-a;25;3;2013;5;0;28;53.744924;-106.708614
1043-a;25;3;2013;6;0;33;53.744832;-106.70852
1043-a;25;3;2013;7;0;25;53.74495;-106.708871
1043-a;25;3;2013;8;0;27;53.744907;-106.709053
1043-a;25;3;2013;9;0;34;53.744723;-106.709404
1043-a;25;3;2013;10;0;22;53.745482;-106.71009
1043-a;25;3;2013;11;0;33;53.745468;-106.71005
1043-a;25;3;2013;12;0;32;53.745539;-106.710031
1043-a;25;3;2013;13;0;22;53.745586;-106.710082
1043-a;25;3;2013;14;0;34;53.745492;-106.710022
1043-a;25;3;2013;15;0;28;53.745959;-106.710488
