id;day;month;year;hour;min;sec;lat;long
1051-a;4;3;2015;21;56;2;53.681838;-106.539974
1051-a;4;3;2015;22;55;53;53.688003;-106.523315
1051-a;4;3;2015;23;55;24;53.688104;-106.519707
1051-a;5;3;2015;0;55;53;53.687885;-106.52467
1051-a;5;3;2015;2;0;46;53.697573;-106.528096
1051-a;5;3;2015;3;0;14;53.701569;-106.526546
1051-a;5;3;2015;4;0;35;53.709912;-106.53442
1051-a;5;3;2015;5;0;35;53.716599;-106.537161
1051-a;5;3;2015;6;0;6;53.716061;-106.557727
1051-a;5;3;2015;7;0;34;53.720568;-106.570402
1051-a;5;3;2015;8;1;6;53.733593;-106.587769
1051-a;5;3;2015;9;0;35;53.733947;-106.574361
1051-a;5;3;2015;10;0;19;53.734508;-106.575466
1051-a;5;3;2015;11;0;46;53.73557;-106.571921
1051-a;5;3;2015;12;0;36;53.733966;-106.574141
1051-a;5;3;2015;13;0;7;53.734611;-106.57659
1051-a;5;3;2015;14;1;4;53.732097;-106.576161
1051-a;5;3;2015;15;0;34;53.733996;-106.574327
1051-a;5;3;2015;16;0;46;53.73401;-106.574141
1051-a;5;3;2015;17;0;47;53.734463;-106.57451
1051-a;5;3;2015;18;1;28;53.732018;-106.573484
1051-a;5;3;2015;19;0;47;53.734399;-106.574644
1051-a;5;3;2015;20;0;37;53.73434;-106.573184
1051-a;5;3;2015;21;0;34;53.734396;-106.572967
1051-a;5;3;2015;22;0;9;53.734361;-106.572928
1051-a;5;3;2015;23;0;36;53.733498;-106.583774
1051-a;6;3;2015;0;0;8;53.734126;-106.574377
1051-a;6;3;2015;1;0;46;53.733364;-106.584261
1051-a;6;3;2015;2;0;10;53.733338;-106.584316
1051-a;6;3;2015;3;0;34;53.733343;-106.584274
1051-a;6;3;2015;4;0;7;53.733388;-106.584322
1051-a;6;3;2015;5;0;8;53.733404;-106.584278
1051-a;6;3;2015;6;0;35;53.73336;-106.584286
1051-a;6;3;2015;7;0;6;53.733342;-106.584288
1051-a;6;3;2015;8;0;35;53.733367;-106.584295
1051-a;6;3;2015;9;0;6;53.733382;-106.58427
1051-a;6;3;2015;10;0;6;53.735026;-106.569541
1051-a;6;3;2015;11;0;35;53.74206;-106.551558
1051-a;6;3;2015;12;0;45;53.739085;-106.560041
1051-a;6;3;2015;13;0;6;53.739074;-106.56004
1051-a;6;3;2015;14;0;35;53.739067;-106.56008
1051-a;6;3;2015;15;0;6;53.739927;-106.561092
1051-a;6;3;2015;16;0;6;53.743196;-106.533725
1051-a;6;3;2015;17;0;9;53.745067;-106.537648
1051-a;6;3;2015;18;0;46;53.739139;-106.560082
1051-a;6;3;2015;19;0;35;53.739159;-106.560036
1051-a;6;3;2015;20;0;7;53.736481;-106.557858
1051-a;6;3;2015;21;0;46;53.736439;-106.557829
1051-a;6;3;2015;22;0;47;53.736464;-106.557747
1051-a;6;3;2015;23;0;34;53.734956;-106.56032
1051-a;7;3;2015;0;0;10;53.734261;-106.562527
1051-a;7;3;2015;1;0;46;53.734543;-106.56567
1051-a;7;3;2015;2;0;46;53.73456;-106.565728
1051-a;7;3;2015;3;0;35;53.734483;-106.565801
1051-a;7;3;2015;4;0;19;53.734444;-106.565618
1051-a;7;3;2015;5;0;38;53.734553;-106.565984
1051-a;7;3;2015;6;0;10;53.73449;-106.565755
1051-a;7;3;2015;7;0;35;53.731314;-106.571311
1051-a;7;3;2015;8;0;9;53.731516;-106.571485
1051-a;7;3;2015;9;0;46;53.731252;-106.571572
1051-a;7;3;2015;10;0;12;53.731175;-106.571558
1051-a;7;3;2015;11;0;39;53.731182;-106.571392
1051-a;7;3;2015;12;0;35;53.731044;-106.571691
1051-a;7;3;2015;13;0;7;53.730973;-106.57171
1051-a;7;3;2015;14;0;45;53.730998;-106.571718
1051-a;7;3;2015;15;0;6;53.730975;-106.571732
1051-a;7;3;2015;16;0;20;53.732049;-106.574672
1051-a;7;3;2015;17;0;52;53.73167;-106.577564
1051-a;7;3;2015;18;0;49;53.731535;-106.578003
1051-a;7;3;2015;19;0;16;53.731891;-106.578161
1051-a;7;3;2015;20;0;45;53.731566;-106.578659
1051-a;7;3;2015;21;0;47;53.73328;-106.584281
1051-a;7;3;2015;22;0;6;53.7334;-106.584331
1051-a;7;3;2015;23;0;6;53.733877;-106.585542
1051-a;8;3;2015;0;0;35;53.733802;-106.585838
1051-a;8;3;2015;3;0;35;53.729102;-106.599361
1051-a;8;3;2015;6;0;35;53.72956;-106.60669
1051-a;8;3;2015;9;0;35;53.728855;-106.613203
1051-a;8;3;2015;12;0;35;53.728828;-106.613022
1051-a;8;3;2015;15;1;3;53.738773;-106.615869
1051-a;8;3;2015;18;0;49;53.741061;-106.617903
1051-a;8;3;2015;21;0;49;53.741125;-106.618349
1051-a;9;3;2015;0;0;48;53.74145;-106.619376
1051-a;9;3;2015;3;0;35;53.741026;-106.617991
1051-a;9;3;2015;6;0;36;53.74113;-106.618005
1051-a;9;3;2015;9;0;35;53.741165;-106.618604
1051-a;9;3;2015;12;0;35;53.741442;-106.618838
1051-a;9;3;2015;15;0;35;53.741475;-106.619253
1051-a;9;3;2015;18;0;57;53.741086;-106.620123
1051-a;9;3;2015;21;0;48;53.741383;-106.619365
1051-a;10;3;2015;0;0;35;53.741444;-106.61955
1051-a;10;3;2015;3;0;35;53.741201;-106.619878
1051-a;10;3;2015;6;0;35;53.741246;-106.619892
